OrderId,OrderItemId,ProductType,ProductItem,ProductPeriod,ProductDetails,ProductStorage,Quantity,OrderTotal,OrderDate,ProductPeriod1,ProductPeriod2,PartnerName,PartnerGeoLat,PartnerGeoLon,FoodCattegory,ProductItem1,ProductItem2,ProductItem3,ProductItem4,ProductItem5
20051,14,PROCESSED_MEAT,"Sausage, raw, bulk type",1-2 months,,FROZEN,140,2000,1/11/2021,2,months,FoodieLand,-27.40969,153.06519,"L4 - Meat, Fish, Milk, Eggs",Sausage, raw, bulk type,,
20051,15,VEGETABLES,"Squash, summer",4-5 days,,REFRIGERATED,115,2000,1/11/2021,5,days,FoodieLand,-27.40969,153.06519,L2 - Vegetables,Squash, summer,,,
20051,16,BAKING,"Flour, whole wheat",6-8 months,opened,REFRIGERATED,135,2000,1/11/2021,8,months,FoodieLand,-27.40969,153.06519,"L1 - Bread, Cereal, Pasta",Flour, whole wheat,,,
20051,17,SOY,Tofu,1 week,,REFRIGERATED,125,2000,1/11/2021,1,week,FoodieLand,-27.40969,153.06519,"L4 - Meat, Fish, Milk, Eggs",Tofu,,,,
20051,18,PROCESSED_POULTRY,Pieces covered with broth or gravy,1-2 days,,REFRIGERATED,115,2000,1/11/2021,2,days,FoodieLand,-27.40969,153.06519,"L4 - Meat, Fish, Milk, Eggs",Pieces covered with broth or gravy,,,,
20051,19,DELI_ITEM,Pate,1-2 months,,FROZEN,130,2000,1/11/2021,2,months,FoodieLand,-27.40969,153.06519,"L4 - Meat, Fish, Milk, Eggs",Pate,,,,
20051,20,VEGETABLES,Radishes,10-14 days,,REFRIGERATED,110,2000,1/11/2021,14,days,FoodieLand,-27.40969,153.06519,L2 - Vegetables,Radishes,,,,
20051,21,FROZEN_ITEM,"Topping, whipped",6 months,,FROZEN,100,2000,1/11/2021,6,months,FoodieLand,-27.40969,153.06519,"L5 - Fat, oil, Sugar, Sweets",Topping, whipped,,,
20051,22,FROZEN_ITEM,"Bread Dough, commercial",Use-by date,,FROZEN,120,2000,1/11/2021,0,date,FoodieLand,-27.40969,153.06519,"L1 - Bread, Cereal, Pasta",Bread Dough, commercial,,,
20051,23,VEGETABLES,"Squash, winter",2 weeks,,REFRIGERATED,130,2000,1/11/2021,2,weeks,FoodieLand,-27.40969,153.06519,L2 - Vegetables,Squash, winter,,,
20051,24,BAKERY,"Pies, pecan",1-2 months,,FROZEN,135,2000,1/11/2021,2,months,FoodieLand,-27.40969,153.06519,"L1 - Bread, Cereal, Pasta",Pies, pecan,,,
20051,25,PASTA,"Pasta, fresh",1-2 days,,REFRIGERATED,125,2000,1/11/2021,2,days,FoodieLand,-27.40969,153.06519,"L1 - Bread, Cereal, Pasta",Pasta, fresh,,,
20051,26,PROCESSED_POULTRY,Ground turkey or chicken,1-2 days,,REFRIGERATED,110,2000,1/11/2021,2,days,FoodieLand,-27.40969,153.06519,"L4 - Meat, Fish, Milk, Eggs",Ground turkey or chicken,,,,
20051,27,BAKERY,Cheesecake,1 week,,REFRIGERATED,115,2000,1/11/2021,1,week,FoodieLand,-27.40969,153.06519,"L1 - Bread, Cereal, Pasta",Cheesecake,,,,
20051,28,FISH,"Caviar, fresh, in jar",,Do not freeze,FROZEN,130,2000,1/11/2021,0,0,FoodieLand,-27.40969,153.06519,"L4 - Meat, Fish, Milk, Eggs",Caviar, fresh, in jar,,
20051,29,BAKERY,"Rolls, yeast, partially baked",2 months,,FROZEN,120,2000,1/11/2021,2,months,FoodieLand,-27.40969,153.06519,"L1 - Bread, Cereal, Pasta",Rolls, yeast, partially baked,,
20051,30,FRESH_MEAT,Ground meat,3-4 months,,FROZEN,130,2000,1/11/2021,4,months,FoodieLand,-27.40969,153.06519,"L4 - Meat, Fish, Milk, Eggs",Ground meat,,,,
20051,31,BEVERAGES,"Juice in cartons, fruit drinks, punch",7-10 days,opened,REFRIGERATED,130,2000,1/11/2021,10,days,FoodieLand,-27.40969,153.06519,"L5 - Fat, oil, Sugar, Sweets",Juice in cartons, fruit drinks, punch,,
20051,32,FRUIT,Kiwi Fruit,3-4 days,,REFRIGERATED,145,2000,1/11/2021,4,days,FoodieLand,-27.40969,153.06519,L3 - Fruits,Kiwi Fruit,,,,
20051,33,SHELLFISH,"Shrimp, scallops, crayfish, squid",1-2 days,,REFRIGERATED,110,2000,1/11/2021,2,days,FoodieLand,-27.40969,153.06519,"L4 - Meat, Fish, Milk, Eggs",Shrimp, scallops, crayfish, squid,
20051,34,DELI_ITEM,Pudding,2 days,opened,REFRIGERATED,140,2000,1/11/2021,2,days,FoodieLand,-27.40969,153.06519,"L5 - Fat, oil, Sugar, Sweets",Pudding,,,,
20051,35,DELI_ITEM,"Cheese, store-sliced, hard cheese such as cheddar or swiss",6 months,,FROZEN,115,2000,1/11/2021,6,months,FoodieLand,-27.40969,153.06519,"L4 - Meat, Fish, Milk, Eggs",Cheese, store-sliced, hard cheese such as cheddar or swiss,,
20051,36,DIARY,"Cream, half-and-half",4 months,,FROZEN,145,2000,1/11/2021,4,months,FoodieLand,-27.40969,153.06519,"L4 - Meat, Fish, Milk, Eggs",Cream, half-and-half,,,
20051,37,SHELF_ITEM,"Coffee, whole beans",2 weeks,opened,REFRIGERATED,135,2000,1/11/2021,2,weeks,FoodieLand,-27.40969,153.06519,"L5 - Fat, oil, Sugar, Sweets",Coffee, whole beans,,,
20051,38,SHELF_ITEM,"Coffee, whole beans",3-4 months,,FROZEN,135,2000,1/11/2021,4,months,FoodieLand,-27.40969,153.06519,"L5 - Fat, oil, Sugar, Sweets",Coffee, whole beans,,,
20051,39,FROZEN_ITEM,Tempeh,1-2 weeks,,THAWED,105,2000,1/11/2021,2,weeks,FoodieLand,-27.40969,153.06519,"L4 - Meat, Fish, Milk, Eggs",Tempeh,,,,
20052,1,DIARY,"Cheese, processed slices",1-2 months,,REFRIGERATED,120,2000,1/12/2021,2,months,FoodieLand,-27.40969,153.06519,"L4 - Meat, Fish, Milk, Eggs",Cheese, processed slices,,,
20052,2,DIARY,"Eggs, in shell",3-5 weeks,,REFRIGERATED,105,2000,1/12/2021,5,weeks,FoodieLand,-27.40969,153.06519,"L4 - Meat, Fish, Milk, Eggs",Eggs, in shell,,,
20052,3,DIARY,Margarine,12 months,,FROZEN,115,2000,1/12/2021,12,months,FoodieLand,-27.40969,153.06519,"L4 - Meat, Fish, Milk, Eggs",Margarine,,,,
20052,4,DIARY,"Milk, plain or flavored",1 week,,REFRIGERATED,105,2000,1/12/2021,1,week,FoodieLand,-27.40969,153.06519,"L4 - Meat, Fish, Milk, Eggs",Milk, plain or flavored,,,
20052,5,SOY,Tofu,1 week,,REFRIGERATED,120,2000,1/12/2021,1,week,FoodieLand,-27.40969,153.06519,"L4 - Meat, Fish, Milk, Eggs",Tofu,,,,
20052,6,PROCESSED_MEAT,Bacon,1 week,,REFRIGERATED,115,2000,1/12/2021,1,week,FoodieLand,-27.40969,153.06519,"L4 - Meat, Fish, Milk, Eggs",Bacon,,,,
20052,7,PROCESSED_MEAT,"Ham, canned (""keep refrigerated"" label)",6-9 months,,REFRIGERATED,120,2000,1/12/2021,9,months,FoodieLand,-27.40969,153.06519,"L4 - Meat, Fish, Milk, Eggs",Ham," canned (""keep refrigerated"" label)",,,
20052,8,FRUIT,Apples,1-2 days,,SHELF,115,2000,1/12/2021,2,days,FoodieLand,-27.40969,153.06519,L3 - Fruits,Apples,,,,
20052,9,FRUIT,Bananas,Until ripe,,SHELF,100,2000,1/12/2021,0,ripe,FoodieLand,-27.40969,153.06519,L3 - Fruits,Bananas,,,,
20052,10,VEGETABLES,Tomatoes,Until ripe,,SHELF,110,2000,1/12/2021,0,ripe,FoodieLand,-27.40969,153.06519,L2 - Vegetables,Tomatoes,,,,
20052,11,SHELF_ITEM,"Rice, white or wild",2 years,unopened,SHELF,145,2000,1/12/2021,2,years,FoodieLand,-27.40969,153.06519,"L1 - Bread, Cereal, Pasta",Rice, white or wild,,,
20052,12,SHELLFISH,"Shucked clams, mussels and oysters",1-2 days,,REFRIGERATED,135,2000,1/12/2021,2,days,FoodieLand,-27.40969,153.06519,"L4 - Meat, Fish, Milk, Eggs",Shucked clams, mussels and oysters,,,
20052,13,FRESH_POULTRY,"Chicken or turkey, parts",9 months,,FROZEN,130,2000,1/12/2021,9,months,FoodieLand,-27.40969,153.06519,"L4 - Meat, Fish, Milk, Eggs",Chicken or turkey, parts,,,
20052,14,FROZEN_ITEM,Soy meat substitutes,3-4 days,,THAWED,135,2000,1/12/2021,4,days,FoodieLand,-27.40969,153.06519,"L4 - Meat, Fish, Milk, Eggs",Soy meat substitutes,,,,
20052,15,VEGETABLES,Asparagus,8 months,,FROZEN,130,2000,1/12/2021,8,months,FoodieLand,-27.40969,153.06519,L2 - Vegetables,Asparagus,,,,
20052,16,DELI_ITEM,Commercial brand vacuum packed dinners with USDA seal,2 weeks,,REFRIGERATED,125,2000,1/12/2021,2,weeks,FoodieLand,-27.40969,153.06519,"L4 - Meat, Fish, Milk, Eggs",Commercial brand vacuum packed dinners with USDA seal,,,,
20052,17,VEGETABLES,"Parsley, cilantro",1-2 months,,FROZEN,135,2000,1/12/2021,2,months,FoodieLand,-27.40969,153.06519,L2 - Vegetables,Parsley, cilantro,,,
20052,18,SOY,Miso,,Do not freeze,FROZEN,145,2000,1/12/2021,0,0,FoodieLand,-27.40969,153.06519,"L4 - Meat, Fish, Milk, Eggs",Miso,,,,
20052,19,PROCESSED_POULTRY,Pieces covered with broth or gravy,1-2 days,,REFRIGERATED,110,2000,1/12/2021,2,days,FoodieLand,-27.40969,153.06519,"L4 - Meat, Fish, Milk, Eggs",Pieces covered with broth or gravy,,,,
20052,20,VEGETABLES,"Parsley, cilantro",1-2 months,,FROZEN,135,2000,1/12/2021,2,months,FoodieLand,-27.40969,153.06519,L2 - Vegetables,Parsley, cilantro,,,
20052,21,FRESH_MEAT,"Beef, lamb, pork or veal chops, steaks,roasts",3-5 days,,REFRIGERATED,140,2000,1/12/2021,5,days,FoodieLand,-27.40969,153.06519,"L4 - Meat, Fish, Milk, Eggs",Beef, lamb, pork or veal chops, steaks,roasts
20052,22,SHELLFISH,Lobster tails,6 months,,FROZEN,145,2000,1/12/2021,6,months,FoodieLand,-27.40969,153.06519,"L4 - Meat, Fish, Milk, Eggs",Lobster tails,,,,
20052,23,FISH,"Lean fish (pollock, ocean perch, rockfish, sea trout)",1-2 days,,REFRIGERATED,105,2000,1/12/2021,2,days,FoodieLand,-27.40969,153.06519,"L4 - Meat, Fish, Milk, Eggs",Lean fish (pollock, ocean perch, rockfish, sea trout),
20052,24,VEGETABLES,Radishes,10-14 days,,REFRIGERATED,120,2000,1/12/2021,14,days,FoodieLand,-27.40969,153.06519,L2 - Vegetables,Radishes,,,,
20052,25,SHELLFISH,Lobster tails,1-2 days,,REFRIGERATED,145,2000,1/12/2021,2,days,FoodieLand,-27.40969,153.06519,"L4 - Meat, Fish, Milk, Eggs",Lobster tails,,,,
20052,26,FRESH_POULTRY,"Chicken or turkey, whole",12 months,,FROZEN,135,2000,1/12/2021,12,months,FoodieLand,-27.40969,153.06519,"L4 - Meat, Fish, Milk, Eggs",Chicken or turkey, whole,,,
20052,27,DIARY,"Eggnog, commercial",3-5 days,,REFRIGERATED,105,2000,1/12/2021,5,days,FoodieLand,-27.40969,153.06519,"L4 - Meat, Fish, Milk, Eggs",Eggnog, commercial,,,
20052,28,CRACKERS,Crackers,3-4 months,opened,FROZEN,120,2000,1/12/2021,4,months,FoodieLand,-27.40969,153.06519,"L1 - Bread, Cereal, Pasta",Crackers,,,,
20052,29,PASTA,"Pasta, fresh",1-2 days,,REFRIGERATED,115,2000,1/12/2021,2,days,FoodieLand,-27.40969,153.06519,"L1 - Bread, Cereal, Pasta",Pasta, fresh,,,
20052,30,FROZEN_ITEM,"Shrimp, shellfish",12 months,,FROZEN,135,2000,1/12/2021,12,months,FoodieLand,-27.40969,153.06519,"L4 - Meat, Fish, Milk, Eggs",Shrimp, shellfish,,,
20053,1,DIARY,"Cheese, processed slices",1-2 months,,REFRIGERATED,105,2000,1/13/2021,2,months,FoodieLand,-27.40969,153.06519,"L4 - Meat, Fish, Milk, Eggs",Cheese, processed slices,,,
20053,2,DIARY,"Eggs, in shell",3-5 weeks,,REFRIGERATED,100,2000,1/13/2021,5,weeks,FoodieLand,-27.40969,153.06519,"L4 - Meat, Fish, Milk, Eggs",Eggs, in shell,,,
20053,3,DIARY,Margarine,12 months,,FROZEN,120,2000,1/13/2021,12,months,FoodieLand,-27.40969,153.06519,"L4 - Meat, Fish, Milk, Eggs",Margarine,,,,
20053,4,DIARY,"Milk, plain or flavored",1 week,,REFRIGERATED,100,2000,1/13/2021,1,week,FoodieLand,-27.40969,153.06519,"L4 - Meat, Fish, Milk, Eggs",Milk, plain or flavored,,,
20053,5,SOY,Tofu,1 week,,REFRIGERATED,100,2000,1/13/2021,1,week,FoodieLand,-27.40969,153.06519,"L4 - Meat, Fish, Milk, Eggs",Tofu,,,,
20053,6,PROCESSED_MEAT,Bacon,1 week,,REFRIGERATED,115,2000,1/13/2021,1,week,FoodieLand,-27.40969,153.06519,"L4 - Meat, Fish, Milk, Eggs",Bacon,,,,
20053,7,PROCESSED_MEAT,"Ham, canned (""keep refrigerated"" label)",6-9 months,,REFRIGERATED,115,2000,1/13/2021,9,months,FoodieLand,-27.40969,153.06519,"L4 - Meat, Fish, Milk, Eggs",Ham," canned (""keep refrigerated"" label)",,,
20053,8,FRUIT,Apples,1-2 days,,SHELF,125,2000,1/13/2021,2,days,FoodieLand,-27.40969,153.06519,L3 - Fruits,Apples,,,,
20053,9,FRUIT,Bananas,Until ripe,,SHELF,105,2000,1/13/2021,0,ripe,FoodieLand,-27.40969,153.06519,L3 - Fruits,Bananas,,,,
20053,10,VEGETABLES,Tomatoes,Until ripe,,SHELF,120,2000,1/13/2021,0,ripe,FoodieLand,-27.40969,153.06519,L2 - Vegetables,Tomatoes,,,,
20053,11,SHELF_ITEM,"Rice, white or wild",2 years,unopened,SHELF,100,2000,1/13/2021,2,years,FoodieLand,-27.40969,153.06519,"L1 - Bread, Cereal, Pasta",Rice, white or wild,,,
20053,12,DIARY,Pudding,Package date,unopened,REFRIGERATED,135,2000,1/13/2021,0,date,FoodieLand,-27.40969,153.06519,"L4 - Meat, Fish, Milk, Eggs",Pudding,,,,
20053,13,DIARY,Sour cream,Do not freeze,,FROZEN,130,2000,1/13/2021,0,freeze,FoodieLand,-27.40969,153.06519,"L4 - Meat, Fish, Milk, Eggs",Sour cream,,,,
20053,14,FROZEN_ITEM,Bagels,1-2 weeks,,THAWED,140,2000,1/13/2021,2,weeks,FoodieLand,-27.40969,153.06519,"L1 - Bread, Cereal, Pasta",Bagels,,,,
20053,15,BAKERY,"Bread, flat (tortillas, pita)",4-7 days,,REFRIGERATED,120,2000,1/13/2021,7,days,FoodieLand,-27.40969,153.06519,"L1 - Bread, Cereal, Pasta",Bread, flat (tortillas, pita),,
20053,16,DIARY,Kefir (fermented milk),1 week after date,unopened,REFRIGERATED,115,2000,1/13/2021,1,after,FoodieLand,-27.40969,153.06519,"L4 - Meat, Fish, Milk, Eggs",Kefir (fermented milk),,,,
20053,17,VEGETABLES,Tomatoes,2-3 days,,REFRIGERATED,120,2000,1/13/2021,3,days,FoodieLand,-27.40969,153.06519,L2 - Vegetables,Tomatoes,,,,
20053,18,DELI_ITEM,"Main dishes or meals, hot or refrigerated",2-3 months,,FROZEN,145,2000,1/13/2021,3,months,FoodieLand,-27.40969,153.06519,"L4 - Meat, Fish, Milk, Eggs",Main dishes or meals, hot or refrigerated,,,
20053,19,DELI_ITEM,Pudding,Package date,unopened,REFRIGERATED,120,2000,1/13/2021,0,date,FoodieLand,-27.40969,153.06519,"L5 - Fat, oil, Sugar, Sweets",Pudding,,,,
20053,20,PASTA,"Pasta, fresh",1-2 days,,REFRIGERATED,125,2000,1/13/2021,2,days,FoodieLand,-27.40969,153.06519,"L1 - Bread, Cereal, Pasta",Pasta, fresh,,,
20053,21,BEVERAGES,"Juice in cartons, fruit drinks, punch",8-12 months,,FROZEN,115,2000,1/13/2021,12,months,FoodieLand,-27.40969,153.06519,"L5 - Fat, oil, Sugar, Sweets",Juice in cartons, fruit drinks, punch,,
20053,22,VEGETABLES,Cucumbers,,Do not freeze,FROZEN,130,2000,1/13/2021,0,0,FoodieLand,-27.40969,153.06519,L2 - Vegetables,Cucumbers,,,,
20053,23,FRESH_POULTRY,Giblets,1-2 days,,REFRIGERATED,125,2000,1/13/2021,2,days,FoodieLand,-27.40969,153.06519,"L4 - Meat, Fish, Milk, Eggs",Giblets,,,,
20053,24,DIARY,"Cheese, soft (such as Brie, Bel Paese)",1 week,,REFRIGERATED,115,2000,1/13/2021,1,week,FoodieLand,-27.40969,153.06519,"L4 - Meat, Fish, Milk, Eggs",Cheese, soft (such as Brie, Bel Paese),,
20053,25,FRESH_POULTRY,Giblets,3-4 months,,FROZEN,115,2000,1/13/2021,4,months,FoodieLand,-27.40969,153.06519,"L4 - Meat, Fish, Milk, Eggs",Giblets,,,,
20053,26,BAKING,"Flour, whole wheat",6-8 months,opened,REFRIGERATED,110,2000,1/13/2021,8,months,FoodieLand,-27.40969,153.06519,"L1 - Bread, Cereal, Pasta",Flour, whole wheat,,,
20053,27,DIARY,"Dips, sour cream based",,Do not freeze,FROZEN,105,2000,1/13/2021,0,0,FoodieLand,-27.40969,153.06519,"L4 - Meat, Fish, Milk, Eggs",Dips, sour cream based,,,
20053,28,VEGETABLES,"Onions, dry",10-12 months,,FROZEN,125,2000,1/13/2021,12,months,FoodieLand,-27.40969,153.06519,L2 - Vegetables,Onions, dry,,,
20053,29,PROCESSED_MEAT,"Corned beef, in pouch with pickling juices",5-7 days,,REFRIGERATED,140,2000,1/13/2021,7,days,FoodieLand,-27.40969,153.06519,"L4 - Meat, Fish, Milk, Eggs",Corned beef, in pouch with pickling juices,,,
20053,30,VEGETABLES,"Artichokes, whole",,Do not freeze,FROZEN,100,2000,1/13/2021,0,0,FoodieLand,-27.40969,153.06519,L2 - Vegetables,Artichokes, whole,,,
20053,31,PROCESSED_MEAT,"Sausage, smoked links, patties",1 week,,REFRIGERATED,140,2000,1/13/2021,1,week,FoodieLand,-27.40969,153.06519,"L4 - Meat, Fish, Milk, Eggs",Sausage, smoked links, patties,,
20053,32,SHELF_ITEM,"Milk, canned evaporated",4-5 days,opened,REFRIGERATED,140,2000,1/13/2021,5,days,FoodieLand,-27.40969,153.06519,"L4 - Meat, Fish, Milk, Eggs",Milk, canned evaporated,,,
20053,33,DELI_ITEM,"Chicken, rotisserie or fried",3-4 days,,REFRIGERATED,100,2000,1/13/2021,4,days,FoodieLand,-27.40969,153.06519,"L4 - Meat, Fish, Milk, Eggs",Chicken, rotisserie or fried,,,
20054,1,DIARY,"Cheese, processed slices",1-2 months,,REFRIGERATED,145,2000,1/14/2021,2,months,FoodieLand,-27.40969,153.06519,"L4 - Meat, Fish, Milk, Eggs",Cheese, processed slices,,,
20054,2,DIARY,"Eggs, in shell",3-5 weeks,,REFRIGERATED,135,2000,1/14/2021,5,weeks,FoodieLand,-27.40969,153.06519,"L4 - Meat, Fish, Milk, Eggs",Eggs, in shell,,,
20054,3,DIARY,Margarine,12 months,,FROZEN,130,2000,1/14/2021,12,months,FoodieLand,-27.40969,153.06519,"L4 - Meat, Fish, Milk, Eggs",Margarine,,,,
20054,4,DIARY,"Milk, plain or flavored",1 week,,REFRIGERATED,110,2000,1/14/2021,1,week,FoodieLand,-27.40969,153.06519,"L4 - Meat, Fish, Milk, Eggs",Milk, plain or flavored,,,
20054,5,SOY,Tofu,1 week,,REFRIGERATED,115,2000,1/14/2021,1,week,FoodieLand,-27.40969,153.06519,"L4 - Meat, Fish, Milk, Eggs",Tofu,,,,
20054,6,PROCESSED_MEAT,Bacon,1 week,,REFRIGERATED,110,2000,1/14/2021,1,week,FoodieLand,-27.40969,153.06519,"L4 - Meat, Fish, Milk, Eggs",Bacon,,,,
20054,7,PROCESSED_MEAT,"Ham, canned (""keep refrigerated"" label)",6-9 months,,REFRIGERATED,130,2000,1/14/2021,9,months,FoodieLand,-27.40969,153.06519,"L4 - Meat, Fish, Milk, Eggs",Ham," canned (""keep refrigerated"" label)",,,
20054,8,FRUIT,Apples,1-2 days,,SHELF,100,2000,1/14/2021,2,days,FoodieLand,-27.40969,153.06519,L3 - Fruits,Apples,,,,
20054,9,FRUIT,Bananas,Until ripe,,SHELF,145,2000,1/14/2021,0,ripe,FoodieLand,-27.40969,153.06519,L3 - Fruits,Bananas,,,,
20054,10,VEGETABLES,Tomatoes,Until ripe,,SHELF,115,2000,1/14/2021,0,ripe,FoodieLand,-27.40969,153.06519,L2 - Vegetables,Tomatoes,,,,
20054,11,SHELF_ITEM,"Rice, white or wild",2 years,unopened,SHELF,130,2000,1/14/2021,2,years,FoodieLand,-27.40969,153.06519,"L1 - Bread, Cereal, Pasta",Rice, white or wild,,,
20054,12,DIARY,Kefir (fermented milk),1 week after date,unopened,REFRIGERATED,135,2000,1/14/2021,1,after,FoodieLand,-27.40969,153.06519,"L4 - Meat, Fish, Milk, Eggs",Kefir (fermented milk),,,,
20054,13,DELI_ITEM,"Side dishes such as cooked vegetables, rice or potatoes",3-4 days,,REFRIGERATED,135,2000,1/14/2021,4,days,FoodieLand,-27.40969,153.06519,L2 - Vegetables,Side dishes such as cooked vegetables, rice or potatoes,,,
20054,14,FROZEN_ITEM,"Bread Dough, commercial",4-7 days,After baking,THAWED,120,2000,1/14/2021,7,days,FoodieLand,-27.40969,153.06519,"L1 - Bread, Cereal, Pasta",Bread Dough, commercial,,,
20054,15,VEGETABLES,Bok choy,2-3days,,REFRIGERATED,125,2000,1/14/2021,2,3days,FoodieLand,-27.40969,153.06519,L2 - Vegetables,Bok choy,,,,
20054,16,SHELF_ITEM,"Coffee, whole beans",2 weeks,opened,REFRIGERATED,100,2000,1/14/2021,2,weeks,FoodieLand,-27.40969,153.06519,"L5 - Fat, oil, Sugar, Sweets",Coffee, whole beans,,,
20054,17,BAKING,"Flour, whole wheat",6-8 months,opened,REFRIGERATED,115,2000,1/14/2021,8,months,FoodieLand,-27.40969,153.06519,"L1 - Bread, Cereal, Pasta",Flour, whole wheat,,,
20054,18,CONDIMENTS,"Olives, black and green",2 weeks,opened,REFRIGERATED,125,2000,1/14/2021,2,weeks,FoodieLand,-27.40969,153.06519,"L5 - Fat, oil, Sugar, Sweets",Olives, black and green,,,
20054,19,DIARY,"Dips, sour cream based",2 weeks,,REFRIGERATED,135,2000,1/14/2021,2,weeks,FoodieLand,-27.40969,153.06519,"L4 - Meat, Fish, Milk, Eggs",Dips, sour cream based,,,
20054,20,VEGETABLES,Cauliflower,10-12 months,,FROZEN,145,2000,1/14/2021,12,months,FoodieLand,-27.40969,153.06519,L2 - Vegetables,Cauliflower,,,,
20054,21,DELI_ITEM,"Main dishes or meals, hot or refrigerated",2-3 months,,FROZEN,145,2000,1/14/2021,3,months,FoodieLand,-27.40969,153.06519,"L4 - Meat, Fish, Milk, Eggs",Main dishes or meals, hot or refrigerated,,,
20054,22,SHELLFISH,"Live clams, mussels, crab and oysters",2-3 months,,FROZEN,110,2000,1/14/2021,3,months,FoodieLand,-27.40969,153.06519,"L4 - Meat, Fish, Milk, Eggs",Live clams, mussels, crab and oysters,,
20054,23,VEGETABLES,Okra,2-3 days,,REFRIGERATED,110,2000,1/14/2021,3,days,FoodieLand,-27.40969,153.06519,L2 - Vegetables,Okra,,,,
20054,24,FRESH_MEAT,Cooked meats (after home cooking),3-4 days,,REFRIGERATED,125,2000,1/14/2021,4,days,FoodieLand,-27.40969,153.06519,"L4 - Meat, Fish, Milk, Eggs",Cooked meats (after home cooking),,,,
20054,25,BAKERY,Quiche,3-4 days,,REFRIGERATED,110,2000,1/14/2021,4,days,FoodieLand,-27.40969,153.06519,"L1 - Bread, Cereal, Pasta",Quiche,,,,
20054,26,VEGETABLES,Spinach,1-2 days,,REFRIGERATED,105,2000,1/14/2021,2,days,FoodieLand,-27.40969,153.06519,L2 - Vegetables,Spinach,,,,
20054,27,BAKERY,"Rolls, filled, meat or vegetables",2 months,,FROZEN,105,2000,1/14/2021,2,months,FoodieLand,-27.40969,153.06519,"L1 - Bread, Cereal, Pasta",Rolls, filled, meat or vegetables,,
20054,28,VEGETABLES,Potatoes,10-12 months,Cooked and mashed,FROZEN,130,2000,1/14/2021,12,months,FoodieLand,-27.40969,153.06519,L2 - Vegetables,Potatoes,,,,
20054,29,DIARY,"Whipped, sweetened",1-2 months,,FROZEN,135,2000,1/14/2021,2,months,FoodieLand,-27.40969,153.06519,"L4 - Meat, Fish, Milk, Eggs",Whipped, sweetened,,,
20054,30,DIARY,Cream cheese,,Do not freeze,FROZEN,125,2000,1/14/2021,0,0,FoodieLand,-27.40969,153.06519,"L4 - Meat, Fish, Milk, Eggs",Cream cheese,,,,
